Заголовок,Slug,Collection ID,Item ID,Created On,Updated On,Published On,Текст новости,Обложка на странице новости (размер: 1695-600px),Превью,С картинкой?,Дата
"Награждение лауреатов и дипломантов из Московской области, принимавших участие в XXII Молодежных дельфийских играх России 2023 года.",nagrazhdenie-laureatov-i-diplomantov-iz-moskovskoy-oblasti-prinimavshih-uchastie-v-xxiimolodezhnyh-delfiyskih-igrah-rossii-2023-goda,63e507244eda1e67644c7cf5,65312aeba2408077779de8cc,Thu Oct 19 2023 13:11:07 GMT+0000 (Coordinated Universal Time),Fri Oct 20 2023 10:54:28 GMT+0000 (Coordinated Universal Time),Fri Oct 20 2023 10:54:28 GMT+0000 (Coordinated Universal Time),"<p id="""">В Государственном мемориальном музыкальном музее-заповеднике П.И. Чайковского состоялось награждение лауреатов и дипломантов из Московской области, принимавших участие в XXIIМолодежных дельфийских играх России 2023 года. Это комплексные соревнования по дисциплинам художественного, прикладного и научно-исследовательского творчества, которые ищут и поддерживают молодые таланты и создают условия для раскрытия их творческого, личностного и интеллектуального потенциала. Лауреатов поздравил директор музея Игорь Корнилов:</p><p id=""""><em>«Хочу поздравить вас с победами. И хочу пожелать вам, чтобы этот день стал ярким и значимым в вашей жизни. Чтобы вы потом рассказывали об этом своим детям, что вас награждали в доме Чайковского, уникальном месте с необычайной энергетикой. Вы наши звёзды, желаю вам суметь и дальше выстроить свою дальнейшую жизнь, осуществить свои планы, в том числе и творческие. Успехов вам! И рассчитываю, что музыканты, присутствующие здесь, в будущем выступят на сцене нашего музея».</em></p><p id=""""><em>‍</em></p><figure id="""" class=""w-richtext-figure-type-image w-richtext-align-center"" data-rt-type=""image"" data-rt-align=""center""><div id=""""><img src=""https://uploads-ssl.webflow.com/63e507244eda1ee9bb4c7ccd/65312cc217a2030cb63a0d1e_photo_5298688500557793910_y.jpg"" loading=""lazy"" id="""" width=""auto"" height=""auto"" alt=""""></div></figure>",https://uploads-ssl.webflow.com/63e507244eda1ee9bb4c7ccd/65312b965ed5043cb8daf3c8_photo_5298688500557793857_y.jpg,https://uploads-ssl.webflow.com/63e507244eda1ee9bb4c7ccd/65312ad18522ec135ab4e690_photo_5298688500557793856_y.jpg,true,Thu Oct 19 2023 00:00:00 GMT+0000 (Coordinated Universal Time)
О переносе концерта «Зарождение» А. Давлетшина ,o-perenose-koncerta-zarozhdenie-a-davletshina,63e507244eda1e67644c7cf5,64e88cb0f162fa0cc8f1ae9e,Fri Aug 25 2023 11:12:48 GMT+0000 (Coordinated Universal Time),Mon Oct 16 2023 06:18:50 GMT+0000 (Coordinated Universal Time),,"<p id="""">Уважаемые друзья!</p><p id="""">Неоклассический концерт «ЗАРОЖДЕНИЕ» Алексея Давлетшина (гитара)</p><p id=""""><strong>ПЕРЕНОСИТСЯ НА 30 СЕНТЯБРЯ.</strong></p><p id="""">Приобретённые билеты действительны.</p><p id="""">Приносим свои извинения за доставленные неудобства.</p><p>‍</p>",,https://uploads-ssl.webflow.com/63e507244eda1ee9bb4c7ccd/64e88c93482a7461e2b8bb8c__DSC0623alexey%20bw.jpg,false,Fri Aug 25 2023 00:00:00 GMT+0000 (Coordinated Universal Time)
О переносе несостоявшихся спектаклей  24 и  25 июня,o-perenose-nesostoyavshihsya-spektakley-24-i-25-iyunya,63e507244eda1e67644c7cf5,649ac67a5d0dec0c8f73781d,Tue Jun 27 2023 11:22:34 GMT+0000 (Coordinated Universal Time),Tue Jun 27 2023 11:22:34 GMT+0000 (Coordinated Universal Time),Tue Jun 27 2023 11:22:41 GMT+0000 (Coordinated Universal Time),"<p id="""">Дорогие друзья, наши уважаемые зрители фестиваля!</p><p id="""">Команда фестиваля приложила максимум усилий для того, чтобы ни один концерт и спектакль фестиваля в этом году не был отменен. Организация подобных мероприятий — это всегда масса сложностей, связанных с графиком артистов, транспортной логистикой, световым и звуковым оборудованием. Учитывая все возникшие трудности, мы добились практически невозможного.</p><p id="""">Фестиваль продолжается, и все запланированные концерты и спектакли состоятся.<br>Спектакль «Истории любви» с участием артистов МХТ имени Чехова и Камерного ансамбля «Солисты Москвы» состоится 28 июня. Балет «Кармен-сюита» Большого театра России состоится 3 июля.</p><p id="""">Дорогие друзья, обращаем ваше внимание, что начало всех спектаклей остается все также в 20:00.</p><p id="""">Мы надеемся, что это время позволит вам добраться до главной площадки фестиваля, даже в рабочие дни. Продолжительность спектаклей: «Истории любви» — 1 час 40 минут, балета «Кармен-сюита» — 1 час</p><p id="""">Будем рады встрече с вами!</p><p id="""">С огромным уважением и признательностью за понимание,</p><p id="""">Оргкомитет фестиваля</p>",,https://uploads-ssl.webflow.com/63e507244eda1ee9bb4c7ccd/649ac6761c79f9ddf691914c_DSC_4426%20(1).webp,false,Tue Jun 27 2023 00:00:00 GMT+0000 (Coordinated Universal Time)
"ОЛИМПИАДА ""Музеи. Парки. Усадьбы""",olimpiada-muzei-parki-usadby,63e507244eda1e67644c7cf5,6523b952ee9ea0be63efcb86,Mon Oct 09 2023 08:26:58 GMT+0000 (Coordinated Universal Time),Mon Oct 09 2023 11:58:41 GMT+0000 (Coordinated Universal Time),Mon Oct 09 2023 11:58:41 GMT+0000 (Coordinated Universal Time),"<p id="""">Олимпиада ""Музеи. Парки. Усадьбы"" проходит с 09.10.2023 г. Посещение музея-заповедника участниками олимпиады по входным билетам самостоятельно или в составе организованных групп.<br><br>+7 (49624) 2-10-50<br></p><p id="""">+7 (915) 110-43-38</p><p>‍</p><p id=""""><a href=""https://museum.olimpiada.ru/museums/414"">Подробнее</a> </p><p>‍</p><p id="""">‍</p>",https://uploads-ssl.webflow.com/63e507244eda1ee9bb4c7ccd/6523bc6147eaaefd1120bd2c_2.jpg,https://uploads-ssl.webflow.com/63e507244eda1ee9bb4c7ccd/6523be540c8663132567750c_2%D0%B0.jpg,true,Mon Oct 09 2023 00:00:00 GMT+0000 (Coordinated Universal Time)
"Открытие выставки ""Елена Образцова. Жить - значит петь""",otkrylas-novaya-vystavka-elena-obrazcova-zhit---znachit-pet,63e507244eda1e67644c7cf5,664efd5ff582f9a7cb6b4efe,Thu May 23 2024 08:25:03 GMT+0000 (Coordinated Universal Time),Thu May 23 2024 08:25:36 GMT+0000 (Coordinated Universal Time),Thu May 23 2024 08:25:36 GMT+0000 (Coordinated Universal Time),"<p id="""">21 мая состоялось открытие выставки ""Елена Образцова. Жить - значит петь"" приуроченной к 85-летию великой оперной певицы.</p><p>‍</p><p>Выставка предлагает посмотреть на великую певицу через призму ее театральных ролей и окружения. Представленные здесь экспонаты иллюстрируют наиболее яркие моменты творческой биографии певицы, являются свидетелями ее дружеских взаимоотношений с звездами музыкального Олимпа второй половины ХХ — начала XXI века. Важная тематическая линия выставки — связь с именем П. И. Чайковского, которая нашла отражение и в победе в IV Международном конкурсе имени П. И. Чайковского, и в исполнении партии Графини в опере «Пиковая дама», и в концертных программах, где часто звучали камерные произведения композитора. Уникальные артефакты — свидетельства выступления Елены Образцовой в концертном зале музея-заповедника П. И. Чайковского.</p>",https://uploads-ssl.webflow.com/63e507244eda1ee9bb4c7ccd/664efd51d710bb8d1ed56ff0_image-23-05-24-11-18-4.jpeg,https://uploads-ssl.webflow.com/63e507244eda1ee9bb4c7ccd/664efd1bf0abd82148ae96d6_image-21-05-24-06-49%20%E2%80%94%20%D0%BA%D0%BE%D0%BF%D0%B8%D1%8F.jpeg,true,Wed May 22 2024 00:00:00 GMT+0000 (Coordinated Universal Time)
"Открылась выставка ""Константин Маковский. Портрет Александры Панаевой-Карцовой""",otkrylas-vystavka-konstantin-makovskiy-portret-aleksandry-panaevoy-karcovoy,63e507244eda1e67644c7cf5,65d46aabfb0f125713466e3f,Tue Feb 20 2024 09:02:35 GMT+0000 (Coordinated Universal Time),Tue Feb 20 2024 13:24:57 GMT+0000 (Coordinated Universal Time),Tue Feb 20 2024 13:24:57 GMT+0000 (Coordinated Universal Time),"<h5 id=""""><strong id="""">Выставка ""Константин Маковский. Портрет Александры Панаевой-Карцовой""</strong></h5><p id="""">‍</p><p id="""">Певица была большой поклонницей творчества Чайковского, первой исполнительницей многих его романсов, а также партии Татьяны из оперы ""Евгений Онегин"" в музыкальном салоне Абазы в Санкт-Петербурге. С художником К. Маковским Панаева-Карцова познакомилась через его жену Юлию, обладательницу лирического сопрано, с которой они часто пели вместе.</p><p id="""">⁣</p><p id=""""><em id=""""> Выставку дополняют письма и фотографии из собрания музея-заповедника, раскрывающие удивительные детали жизни певицы.</em></p><p id="""">‍</p><p id=""""><a href=""https://www.tchaikovsky.house/vystavki/konstantin-makovskiy-portret-aleksandry-panaevoy-karcovoy"" id="""">подробности</a></p><p id="""">‍</p>",https://uploads-ssl.webflow.com/63e507244eda1ee9bb4c7ccd/65d46b5f117b5f03499145dc_IMG_1483.jpg,https://uploads-ssl.webflow.com/63e507244eda1ee9bb4c7ccd/65d46a9f73602d22f9979232_IMG_1477.jpg,true,Tue Feb 20 2024 00:00:00 GMT+0000 (Coordinated Universal Time)
"Открылась выставка ""Музыкальные сказки""",otkrylas-vystavka-muzykalnye-skazki,63e507244eda1e67644c7cf5,658161d10f2572a6ec9aba52,Tue Dec 19 2023 09:26:41 GMT+0000 (Coordinated Universal Time),Tue Dec 19 2023 11:33:31 GMT+0000 (Coordinated Universal Time),Tue Dec 19 2023 11:33:31 GMT+0000 (Coordinated Universal Time),"<p id=""""><strong id="""">с 15 декабря 2023 г. по 2 апреля 2024 г.</strong></p><p id="""">Сказка с давних времен сопровождает жизнь человека. Когда же она появилась? Проанализировав массу данных, ученые пришли к выводу, что самая древняя сказка – «Кузнец и Дьявол» - появилась около шести тысяч лет назад, еще в бронзовом веке. Разные народы имеют сказки со схожим сюжетом, что говорит о едином источнике их происхождения. Мы привыкли думать, что сказки предназначены только для детей. В действительности их аудитория не имеет возрастных границ, так как через метафору сказка передает мудрость поколений и позволяет задуматься о самых серьезных вещах и явлениях.</p><p id="""">А как сказка сочетается с музыкой? В древние времена исполнение сказки могло сопровождаться различными звуками, а древние сказители ее и вовсе распевали. Однако, этим взаимодействие сказки и музыки не ограничивается. Многие известные композиторы, уважаемые и серьезные, так или иначе обращались в своем творчестве к иллюстрации сказок.</p><p id="""">Кто-то создавал произведения для музыкального театра на сказочные сюжеты, как, например, Михаил Глинка, Николай Римский-Корсаков или Петр Ильич Чайковский. И, наверное, это был главный способ «оживить» сказку до изобретения кинематографа. Кто-то, уже вXX веке, писал музыку к кинофильмам и мультфильмам на сказочные темы, как Моисей Вайнберг, София Губайдулина или Родион Щедрин, с работами которых в том числе знакомит выставка. </p><p id="""">Выставочный проект посвящен разным способам музыкального воплощения сказок. Он позволяет окунуться в сказочный мир детства. Ведь, как писал Антуан де Сент Экзюпери:<em> «Все взрослые сначала были детьми, только мало кто из них об этом помнит».</em></p><figure id="""" class=""w-richtext-figure-type-image w-richtext-align-center"" data-rt-type=""image"" data-rt-align=""center""><div id=""""><img src=""https://uploads-ssl.webflow.com/63e507244eda1ee9bb4c7ccd/6581609ac3d98d46152a33fd_unnamed%20(1).jpg"" loading=""lazy"" id="""" width=""auto"" height=""auto"" alt=""""></div></figure><figure id="""" class=""w-richtext-figure-type-image w-richtext-align-center"" data-rt-type=""image"" data-rt-align=""center""><div id=""""><img src=""https://uploads-ssl.webflow.com/63e507244eda1ee9bb4c7ccd/6581618e6ac54e407e80794a_unnamed%20(4).jpg"" loading=""lazy"" id="""" width=""auto"" height=""auto"" alt=""""></div></figure><figure id="""" class=""w-richtext-figure-type-image w-richtext-align-center"" data-rt-type=""image"" data-rt-align=""center""><div id=""""><img src=""https://uploads-ssl.webflow.com/63e507244eda1ee9bb4c7ccd/6581619824f3ce9a4a2c6a44_unnamed%20(3).jpg"" loading=""lazy"" id="""" width=""auto"" height=""auto"" alt=""""></div></figure><p id=""""> </p><p id="""">Участники выставки: Государственный центральный музей кино, киностудия «Союзмультфильм», киностудия «Ленфильм». </p><p id="""">‍</p><p id=""""><em id="""">Выставка создана при поддержке ООО ""Газпром трансгаз Москва""</em></p>",https://uploads-ssl.webflow.com/63e507244eda1ee9bb4c7ccd/65816086ca17847154634ce7_IMG_0325.jpg,https://uploads-ssl.webflow.com/63e507244eda1ee9bb4c7ccd/6581619824f3ce9a4a2c6a44_unnamed%20(3).jpg,true,Tue Dec 19 2023 00:00:00 GMT+0000 (Coordinated Universal Time)
"Открытие выставки ""Музыкальные пристрастия князей Юсуповых""",otkrytie-vystavki-muzykalnye-pristrastiya-knyazey-yusupovyh,63e507244eda1e67644c7cf5,665efaa96dbecb0dd9a50a54,Tue Jun 04 2024 11:29:45 GMT+0000 (Coordinated Universal Time),Tue Jun 04 2024 11:32:43 GMT+0000 (Coordinated Universal Time),Tue Jun 04 2024 11:32:43 GMT+0000 (Coordinated Universal Time),"<p id="""">Выставка впервые так полно представляет материалы, связанные с музыкальными увлечениями князей Юсуповых на протяжении почти полутора столетий, напоминая о вкладе представителей этого знаменитого рода в российскую музыкальную культуру. В трех основных ее разделах демонстрируется уровень осведомленности и включенности отдельных членов семьи Юсуповых в музыкальную жизнь Москвы, Санкт-Петербурга и европейских культурных центров.</p><p><a href=""https://www.tchaikovsky.house/vystavki/muzykalnye-pristrastiya-knyazey-yusupovyh""><strong>ПОДРОБНЕЕ</strong></a><strong> </strong></p>",https://uploads-ssl.webflow.com/63e507244eda1ee9bb4c7ccd/665efb5835be908787c60551_DSC_3953%20%E2%80%94%20%D0%BA%D0%BE%D0%BF%D0%B8%D1%8F.JPG,https://uploads-ssl.webflow.com/63e507244eda1ee9bb4c7ccd/665efa8214b8a97932946217_image-04-06-24-02-20%20%E2%80%94%20%D0%BA%D0%BE%D0%BF%D0%B8%D1%8F.jpeg,true,Thu May 30 2024 00:00:00 GMT+0000 (Coordinated Universal Time)
Парковки на фестивале,parkovki-na-festivale,63e507244eda1e67644c7cf5,6493f2197a1a98426bfa389f,Thu Jun 22 2023 07:02:49 GMT+0000 (Coordinated Universal Time),Thu Jun 22 2023 07:02:49 GMT+0000 (Coordinated Universal Time),Thu Jun 22 2023 07:02:55 GMT+0000 (Coordinated Universal Time),"<p id="""">Уважаемые гости фестиваля!</p><p id="""">Приезжая на фестивальные концерты, по возможности воспользуйтесь общественным транспортом или такси.</p><p id="""">Предлагаем также ознакомиться со схемой возможных парковок.</p><p id=""""><br></p><p id="""">&nbsp;</p>",https://uploads-ssl.webflow.com/63e507244eda1ee9bb4c7ccd/6493f1dbeaf0cb93c01e41c4_photo_2023-06-21_17-42-43.jpg,https://uploads-ssl.webflow.com/63e507244eda1ee9bb4c7ccd/6493f1d863b5e98441976c4c_Frame%2040304.webp,false,Thu Jun 22 2023 00:00:00 GMT+0000 (Coordinated Universal Time)
Парковки в дни X Международного фестиваля искусств П. И. Чайковского,parkovki-v-dni-x-mezhdunarodnogo-festivalya-iskusstv-p-i-chaykovskogo,63e507244eda1e67644c7cf5,667046e9ba593eb6e9a588b8,Mon Jun 17 2024 14:23:37 GMT+0000 (Coordinated Universal Time),Mon Jun 17 2024 14:23:37 GMT+0000 (Coordinated Universal Time),Mon Jun 17 2024 14:23:37 GMT+0000 (Coordinated Universal Time),"<figure class=""w-richtext-figure-type-image w-richtext-align-center"" data-rt-type=""image"" data-rt-align=""center""><div><img src=""https://uploads-ssl.webflow.com/63e507244eda1ee9bb4c7ccd/6670462dcfef29b4777091f5_%D0%B3%D0%BE%D1%80%D0%BE%D0%B4%D1%81%D0%BA%D0%B8%D0%B5%20%D0%BF%D0%B0%D1%80%D0%BA%D0%BE%D0%B2%D0%BA%D0%B8-1.jpg"" loading=""lazy"" alt=""__wf_reserved_inherit""></div></figure><figure class=""w-richtext-figure-type-image w-richtext-align-center"" data-rt-type=""image"" data-rt-align=""center""><div><img src=""https://uploads-ssl.webflow.com/63e507244eda1ee9bb4c7ccd/6670463f24e4ee87d044ff10_%D0%B3%D0%BE%D1%80%D0%BE%D0%B4%D1%81%D0%BA%D0%B8%D0%B5%20%D0%BF%D0%B0%D1%80%D0%BA%D0%BE%D0%B2%D0%BA%D0%B8-2.jpg"" loading=""lazy"" alt=""__wf_reserved_inherit""></div></figure>",,https://uploads-ssl.webflow.com/63e507244eda1ee9bb4c7ccd/6670463f24e4ee87d044ff10_%D0%B3%D0%BE%D1%80%D0%BE%D0%B4%D1%81%D0%BA%D0%B8%D0%B5%20%D0%BF%D0%B0%D1%80%D0%BA%D0%BE%D0%B2%D0%BA%D0%B8-2.jpg,true,Mon Jun 17 2024 00:00:00 GMT+0000 (Coordinated Universal Time)
#поздравление_от_сотрудников,pozdravlenie-ot-sotrudnikov,63e507244eda1e67644c7cf5,659a66df97095198126275ab,Sun Jan 07 2024 08:54:55 GMT+0000 (Coordinated Universal Time),Sun Jan 07 2024 08:54:55 GMT+0000 (Coordinated Universal Time),Sun Jan 07 2024 08:54:55 GMT+0000 (Coordinated Universal Time),"<p id=""""><a href=""https://vk.com/video231554911_456239422"">Поздравление</a></p>",https://uploads-ssl.webflow.com/63e507244eda1ee9bb4c7ccd/659a66c3bb9e8df41dad6ef9_%D0%A1%D0%BD%D0%B8%D0%BC%D0%BE%D0%BA%20%D1%8D%D0%BA%D1%80%D0%B0%D0%BD%D0%B0%20%D0%BE%D1%82%202024-01-07%2011-51-17.png,https://uploads-ssl.webflow.com/63e507244eda1ee9bb4c7ccd/659a66c3bb9e8df41dad6ef9_%D0%A1%D0%BD%D0%B8%D0%BC%D0%BE%D0%BA%20%D1%8D%D0%BA%D1%80%D0%B0%D0%BD%D0%B0%20%D0%BE%D1%82%202024-01-07%2011-51-17.png,true,Sun Jan 07 2024 00:00:00 GMT+0000 (Coordinated Universal Time)
При покупке билетов на сайте музея произошли небольшие изменениями,pri-pokupke-biletov-na-sayte-muzeya-proizoshli-nebolshie-izmeneniyami,63e507244eda1e67644c7cf5,63e63d4c8110ab1e84f1a96b,Fri Feb 10 2023 12:49:16 GMT+0000 (Coordinated Universal Time),Wed Apr 19 2023 11:48:18 GMT+0000 (Coordinated Universal Time),Wed Apr 19 2023 11:58:12 GMT+0000 (Coordinated Universal Time),"<h4 id="""">В настоящее время билетной компанией, которая обслуживает музей, ведутся работы по устранению возникших сложностей.</h4><p id="""">‍</p><p id="""">В связи с возникшими техническими проблемами при покупке билетов в музей или на концерты/спектакли, вам необходимо:</p><ol id=""""><li id="""">Заполнить обязательные поля ФИ, номер телефона и электронная почта;</li><li id="""">Выбрать способ оплаты — картой (или Пушкинской картой);</li><li id="""">Нажать СОГЛАСЕН при появлении диалогового окна с формулировкой «Для стабильной работы вам потребуются сертификаты Минцифры. Установить сертификат сейчас»;</li><li id="""">После этого система сразу выведет вас на окно оплаты Сбербанка.</li></ol><p id="""">При возникновении дополнительных вопросов, вы можете обратиться к нашим специалистам по телефону <a href=""tel:+7(49624) 5 81 96"" id="""">+7(49624)2-10-50 или +7(49624)7-81-60. </a></p><p id="""">‍</p>",https://uploads-ssl.webflow.com/63e507244eda1ee9bb4c7ccd/63e63d31330bf499a541699c_Group%2027874.webp,https://uploads-ssl.webflow.com/63e507244eda1ee9bb4c7ccd/63eccd5395abd3441f018367_%D0%BE%D0%BF%D0%BB%D0%B0%D1%82%D0%B0.webp,false,Fri Jan 20 2023 00:00:00 GMT+0000 (Coordinated Universal Time)
Работа музея 12 июня,rabota-muzeya-12-iyunya,63e507244eda1e67644c7cf5,6661801a9f187390973933cd,Thu Jun 06 2024 09:23:38 GMT+0000 (Coordinated Universal Time),Thu Jun 06 2024 09:23:38 GMT+0000 (Coordinated Universal Time),Thu Jun 06 2024 09:23:38 GMT+0000 (Coordinated Universal Time),<h5>Уважаемые посетители!</h5><h5>‍</h5><h5>12 июня музей работает для вас:</h5><h5>с 10.00 до 18.00 (касса до 17.00)</h5>,https://uploads-ssl.webflow.com/63e507244eda1ee9bb4c7ccd/6661800660447e75b073950f_image-03-06-24-11-28.jpeg,https://uploads-ssl.webflow.com/63e507244eda1ee9bb4c7ccd/66617f83b68d90ca8f721bf4_image-03-06-24-11-28-3.jpeg,true,Thu Jun 06 2024 00:00:00 GMT+0000 (Coordinated Universal Time)
Работа музея 7 и 8 марта!,rabota-muzeya-23-fevralya,63e507244eda1e67644c7cf5,65d75fcfef74ad7218b44bec,Thu Feb 22 2024 14:53:03 GMT+0000 (Coordinated Universal Time),Tue Mar 05 2024 15:03:47 GMT+0000 (Coordinated Universal Time),Tue Mar 05 2024 15:03:47 GMT+0000 (Coordinated Universal Time),"<h5 id="""">Уважаемые посетители!</h5><p id="""">‍</p><h5 id="""">7 марта музей работает с 10.00 до 17.00 (касса до 16.00)</h5><h5 id="""">8 марта музей работает в обычном режиме с 10.00 до 18.00 (касса до 17.00)</h5><p id="""">‍</p><h4 id="""">Праздничная программа 8 марта. <a href=""https://www.tchaikovsky.house/programma-glavnaya/8-marta-v-muzee"">Смотреть здесь.</a></h4><p id="""">‍</p>",https://uploads-ssl.webflow.com/63e507244eda1ee9bb4c7ccd/6555c1e5f503dc339044ef91_photo_5336979538455941133_y.jpg,https://uploads-ssl.webflow.com/63e507244eda1ee9bb4c7ccd/65e728deb5d8d53083d54640_IMG_1532%20(2).jpg,true,Tue Mar 05 2024 00:00:00 GMT+0000 (Coordinated Universal Time)
Работа музея в дни X Международного фестиваля искусств П. И. Чайковского,rabota-muzeya-v-dni-x-mezhdunarodnogo-festivalya-iskusstv-p-i-chaykovskogo,63e507244eda1e67644c7cf5,667044ae7e1644ff686c3570,Mon Jun 17 2024 14:14:06 GMT+0000 (Coordinated Universal Time),Wed Jun 19 2024 13:23:06 GMT+0000 (Coordinated Universal Time),Wed Jun 19 2024 13:23:06 GMT+0000 (Coordinated Universal Time),"<figure class=""w-richtext-figure-type-image w-richtext-align-center"" data-rt-type=""image"" data-rt-align=""center""><div><img src=""https://uploads-ssl.webflow.com/63e507244eda1ee9bb4c7ccd/6672dbaa3f4c1ab0f1a948a2_%D1%80%D0%B5%D0%B6%D0%B8%D0%BC%20%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%8B%20%D1%84%D0%B5%D1%81%D1%82%D0%B8%D0%B2%D0%B0%D0%BB%D1%8F.jpg"" loading=""lazy"" alt=""__wf_reserved_inherit""></div></figure>",,https://uploads-ssl.webflow.com/63e507244eda1ee9bb4c7ccd/667044859753be7efde2ac65_image-03-06-24-11-28.jpeg,true,Mon Jun 17 2024 00:00:00 GMT+0000 (Coordinated Universal Time)
Работа музея в праздничные дни,rabota-muzeya-v-prazdnichnye-dni,63e507244eda1e67644c7cf5,63e636c654af6a84b891ccbd,Fri Feb 10 2023 12:21:26 GMT+0000 (Coordinated Universal Time),Thu Mar 02 2023 06:35:36 GMT+0000 (Coordinated Universal Time),Thu Mar 02 2023 06:41:36 GMT+0000 (Coordinated Universal Time),"<h4 id="""">В новогодние праздники вы можете посетить музей, отправиться в составе сборной группы на экскурсию по музейному комплексу или стать участником одной из новогодних программ.</h4><p>‍</p><h5 id=""""><strong id="""">ВНИМАНИЕ!</strong></h5><p id="""">Необходимо предварительно записаться по телефонам:</p><p id=""""><strong id="""">+7 915-110-43-38, +7 (49624) 2-10-50</strong></p><h5 id=""""><strong id="""">СБОРНЫЕ</strong> экскурсионные группы – <strong id="""">в 12.00 и в 14.00</strong></h5><p id="""">Стоимость: взрослый – 1000/600 руб., льготный – 700/450 руб.</p><p id=""""><strong id=""""> </strong></p><h5 id=""""><strong id="""">«НОВОГОДНЯЯ ОДИССЕЯ ЧАЙКОВСКОГО» <sup id="""">12+</sup></strong></h5><p id=""""><strong id="""">Интерактивная программа для взрослых &nbsp;и школьников старших классов.</strong></p><p id="""">Сборные группы:</p><p id="""">05.01.2023 г. – 13.00</p><p id="""">06.01.2023 г. – 14.00</p><p id="""">07.01.2023 г. – 13.00</p><p id="""">08.01.2023 г. – 13.00</p><p id="""">Стоимость: взрослый – 1050 руб., льготный – 850 руб.</p><p>‍</p><h5 id=""""><strong id="""">«РОТБАРТ – ПОХИТИТЕЛЬ РОЖДЕСТВА» <sup id=""""> 6+</sup> &nbsp; &nbsp; </strong></h5><p id=""""><strong id="""">Детская экскурсионная программа.</strong></p><p id="""">Сборные группы:</p><p id="""">05.01.2023 г. – 14.00</p><p id="""">06.01.2023 г. – 12.00</p><p id="""">07.01.2023 г. – 14.00</p><p id="""">08.01.2023 г. – 14.00</p><p id="""">Стоимость: взрослый – 1300 руб., льготный – 1150 руб.</p><p id="""">Новогодняя программа для взрослых и старших школьников «Новогодняя Одиссея Чайковского»</p><p id="""">сборные группы:</p><p id="""">Детские новогодние программы</p><p>‍</p>",,https://uploads-ssl.webflow.com/63e507244eda1ee9bb4c7ccd/63eccc5743d018784846c4ae_%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D0%B0%20%D0%B2%20%D0%BF%D1%80%D0%B0%D0%B7%D0%B4%D0%BD%D0%B8%D0%BA%D0%B8.webp,false,Tue Dec 13 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
Работа музея в праздничные дни,rabota-muzeya-v-prazdnichnye-dni-2,63e507244eda1e67644c7cf5,6413392b4458c17218faae51,Thu Mar 16 2023 15:43:39 GMT+0000 (Coordinated Universal Time),Tue Apr 18 2023 08:44:59 GMT+0000 (Coordinated Universal Time),Tue Apr 18 2023 09:10:08 GMT+0000 (Coordinated Universal Time),"<h5>23, 24, 25, 26 февраля и 8 марта музей открыт для посетителей.</h5><p>‍</p><blockquote id="""">В праздничные дни музей работает с 10.00 до 18.00 (касса до 17.00).</blockquote><p id="""">Сборные экскурсионные группы организуются 25 и 26 февраля. Планируйте свой визит заранее. &nbsp;Подробную информацию уточняйте по телефонам <a href=""tel:+7(49624) 5 81 96"" id="""">+7(49624) 2-10-50;</a> <a href=""tel:+74962421050"" id="""">+7(915)110-43-38.</a></p><p id="""">25 февраля музыкальная суббота, посвященная А. С. Даргомыжскому.</p><p id="""">‍</p>",https://uploads-ssl.webflow.com/63e507244eda1ee9bb4c7ccd/64133bce0b5541bf6a44b176_%D0%B3%D0%B0%D1%80%D1%84%D0%BA.webp,https://uploads-ssl.webflow.com/63e507244eda1ee9bb4c7ccd/641339268a9a05da6a15d2b9_%D0%B3%D1%80%D0%B0%D1%84%D0%B8%D0%BA%20%D0%BF%D1%80%D0%B0%D0%B7%D0%B4%D0%B8%D0%BD%D0%B8%D0%BA.png,false,Tue Feb 21 2023 00:00:00 GMT+0000 (Coordinated Universal Time)
Работа музея в праздничные дни,rabota-muzeya-v-prazdnichnye-dni-3,63e507244eda1e67644c7cf5,645243ec59d1f8933268ad8b,Wed May 03 2023 11:22:20 GMT+0000 (Coordinated Universal Time),Wed May 03 2023 11:22:20 GMT+0000 (Coordinated Universal Time),Wed May 03 2023 11:22:30 GMT+0000 (Coordinated Universal Time),"<p id="""">Работа музея в праздничные дни</p><p id="""">8 и 9 мая музей открыт дляпосетителей.</p><p id="""">‍</p><p id="""">В праздничные дни музей работает с 10.00 до 18.00(касса до 17.00).</p><p id="""">Планируйте свой визит заранее. Подробную информациюуточняйте по телефонам&nbsp;+7(49624) 2-10-50;&nbsp;+7(915)110-43-38.</p><p>‍</p>",https://uploads-ssl.webflow.com/63e507244eda1ee9bb4c7ccd/645243cc0250edf23dd3eb10_%D1%80%D0%B5%D0%B6%D0%B8%D0%BC%20%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D1%8B.jpg,https://uploads-ssl.webflow.com/63e507244eda1ee9bb4c7ccd/645243ca42858502fcc45c31_%D0%94%D0%BE%D0%BC3.jpg,false,Wed May 03 2023 00:00:00 GMT+0000 (Coordinated Universal Time)
